"id","ativo","name","tipo","timeframe","setup","identificadoEm","analise","nivelDeEntrada","stopLoss","filePath","nivelDeAlvo","periodoDeAlvo","tipoMercado","userId","profit","createdAt","mt5_order","mt5_ticket","status","riscoLoss","riscoProfit","type"
"606796722977527301_pending",NFLX.US,Netflix_Inc_(NFLX.O),venda,"1440",Triângulo,2025-09-12 13:31:04.990,"Triângulo rompeu a linha de suporte em 9/11 21:00. Previsão de possível movimento de baixa no próximo intervalo de 34 dias até 1,149.7596.",1208.4339,1265.69,https://component.autochartist.com/to/resources/charts/ChartPattern_606796722977527301.png?account_type=LIVE&broker_id=958&expire=1757943062&page_offset=20&locale=pt-BR&user=BlackBots&token=1042a2b9b02846300d141e2fe0ba0f85&width=240&height=180,1149.7596,"34 dias",Internacional,BlackBots - Trade Ideas,,2025-09-12 13:31:04.990,"179034474","0",ABERTO,97.34,99.75,Apregoado
"606799300939884301_pending",EURJPY,Euro vs Japanese Yen,compra,"240",Canal ascendente,2025-09-12 09:09:29.362,Canal ascendente identificado(a) em 9/12 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 174.86 no próximo intervalo de 4 dias.,173.39,172.3,https://component.autochartist.com/to/resources/charts/ChartPattern_606799300939884301.png?account_type=LIVE&broker_id=958&expire=1757927367&locale=pt-BR&user=BlackBots&token=3fccf4561625ad712be7fbb70795bee6&width=240&height=180,174.86,"4 dias",Internacional,BlackBots - Trade Ideas,4.95,2025-09-12 09:09:29.362,"178781886","0",EXPIRADA,103.16,139.12,Apregoado
"606797412893373301_pending",GBPUSD,Great Britain Pound vs US Dollar,compra,"240",Cunha ascendente,2025-09-12 01:03:32.525,Cunha ascendente identificado(a) em 9/12 01:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 1.3623 no próximo intervalo de 2 dias.,1.3581,1.3492,https://component.autochartist.com/to/resources/charts/ChartPattern_606797412893373301.png?account_type=LIVE&broker_id=958&expire=1757898211&locale=pt-BR&user=BlackBots&token=0e0231e952ed3a41884fb5149c235e35&width=240&height=180,1.3623,"2 dias",Internacional,BlackBots - Trade Ideas,0.0,2025-09-12 01:03:32.526,"178477874","0",EXPIRADA,97.9,46.2,Apregoado
"606785855205584301_market",US30,US Wall Street 30,venda,"60",Canal ascendente,2025-09-10 03:08:16.390,"Canal ascendente identificado(a) em 9/10 00:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 45,470.6 no próximo intervalo de 14 horas.",45684.5,45778.9,https://component.autochartist.com/to/resources/charts/ChartPattern_606785855205584301.png?account_type=LIVE&broker_id=958&expire=1757732894&locale=pt-BR&user=BlackBots&token=1702788435fca02d015a2dbdbc2e6cd9&width=240&height=180,45470.6,"14 horas",Internacional,BlackBots - Trade Ideas,-103.84,2025-09-10 03:08:16.397,"177678724","148047591",FECHADO,103.84,235.29,A mercado
"606789397593955301_market",USDMXN,US Dollar vs Mexican Peso,venda,"60",Triângulo Descendente,2025-09-10 15:08:47.192,Triângulo Descendente rompeu a linha de suporte em 9/10 15:00. Previsão de possível movimento de baixa no próximo intervalo de 23 horas até 18.523.,18.57586,18.644,https://component.autochartist.com/to/resources/charts/ChartPattern_606789397593955301.png?account_type=LIVE&broker_id=958&expire=1757776124&locale=pt-BR&user=BlackBots&token=b0a076a9c52c688445b9fa8ee1fd9752&width=240&height=180,18.523,"23 horas",Internacional,BlackBots - Trade Ideas,-98.68,2025-09-10 15:08:47.193,"177803028","148158370",FECHADO,98.68,77.05,A mercado
"606792460063535301_market",XAGUSD,Silver vs US Dollar,venda,"60",Triângulo,2025-09-11 04:08:52.472,Triângulo identificado(a) em 9/11 04:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 40.89 no próximo intervalo de 21 horas.,41.098,41.24,https://component.autochartist.com/to/resources/charts/ChartPattern_606792460063535301.png?account_type=LIVE&broker_id=958&expire=1757822930&locale=pt-BR&user=BlackBots&token=9ae0e5d35e46e1f9c2b6c33607618cbd&width=240&height=180,40.89,"21 horas",Internacional,BlackBots - Trade Ideas,-99.4,2025-09-11 04:08:52.473,"177889003","148231598",FECHADO,100.1,144.9,A mercado
be94013d-cea1-4580-bc9b-1fe0ac5b4bb4_market,NZDUSD,NZDUSD,compra,"240",Rompimento,2025-09-10 12:55:41.664,Expectativa de rompimento de topo anterior após rompimento de belo canal de baixa diário,0.59431,0.592,https://firebasestorage.googleapis.com/v0/b/blackbots-59708.appspot.com/o/trades%2F9SGc51UbDeajiTOpQdZ5qeoUMLk2%2F1757508911456-36.png?alt=media&token=302f776a-7a09-461d-a4c4-787eb4aa747c,0.605,"2025-09-12 18:00:00",Internacional,Método Palex,-99.33,2025-09-10 12:55:41.663,"177770514","148129306",FECHADO,99.33,459.67,A mercado
"606784440085684303_pending",US30,US Wall Street 30,compra,"60",Resistência,2025-09-09 23:08:16.723,"Rompeu o nível de Resistência de 45,700.1 em 9/9 18:00. Previsão de possível movimento de alta no próximo intervalo de 2 dias até 45,915.8.",45734.9,45221.9,https://component.autochartist.com/to/resources/charts/KeyLevel_606784440085684303.png?account_type=LIVE&broker_id=958&expire=1757718487&page_offset=20&locale=pt-BR&user=BlackBots&token=4bbceb852b66d8de247201f10fce3915&width=240&height=180,45915.8,"2 dias",Internacional,BlackBots - Trade Ideas,36.18,2025-09-09 23:08:16.723,"177645422","0",FECHADO,102.6,36.18,Apregoado
"606868891859750301_pending",JPN225,Nikkei 225,venda,"60",Canal descendente,2025-09-24 16:03:27.432,"Canal descendente identificado(a) em 9/24 16:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 45,107.1000 no próximo intervalo de 17 horas.",45561.1,45838.6,https://component.autochartist.com/to/resources/charts/ChartPattern_606868891859750301.png?account_type=LIVE&broker_id=958&expire=1758989005&locale=pt-BR&user=BlackBots&token=834bf577ee4992adcc2223591ed6c4ba&width=240&height=180,45107.1,"17 horas",Internacional,BlackBots - Trade Ideas,-32.87,2025-09-24 16:03:27.434,"182260687","0",EXPIRADA,93.28,152.61,Apregoado
"606792461175016301_pending",HK50,Hang Seng,compra,"60",Cunha ascendente,2025-09-11 05:00:41.892,"Cunha ascendente identificado(a) em 9/11 04:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 26,533.0 no próximo intervalo de 1 dia.",26121.0,25863.7,https://component.autochartist.com/to/resources/charts/ChartPattern_606792461175016301.png?account_type=LIVE&broker_id=958&expire=1757826040&locale=pt-BR&user=BlackBots&token=6e339eb8df524006197feb790c9b4201&width=240&height=180,26533.0,"1 dia",Internacional,BlackBots - Trade Ideas,158.7,2025-09-11 05:00:41.893,"177894628","0",FECHADO,99.09,158.66,Apregoado
"606789869722874301_pending",Coffee,Coffee Futures,compra,"60",Triângulo Ascendente,2025-09-11 10:07:46.213,Triângulo Ascendente identificado(a) em 9/10 17:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 402.0661 no próximo intervalo de 11 horas.,397.08,389.79,https://component.autochartist.com/to/resources/charts/ChartPattern_606789869722874301.png?account_type=LIVE&broker_id=958&expire=1757844462&page_offset=20&locale=pt-BR&user=BlackBots&token=bfaacfadd0a74e2da7675c535cda2964&width=240&height=180,402.0661,"11 horas",Internacional,BlackBots - Trade Ideas,-15.1,2025-09-11 10:07:46.214,"177953594","0",EXPIRADA,72.9,49.86,Apregoado
"606794581663575301_pending",EUSTX50,EU Stock 50,compra,"240",Canal ascendente,2025-09-11 13:03:57.601,"Canal ascendente identificado(a) em 9/11 13:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 5,441.3875 no próximo intervalo de 1 dia.",5389.2,5352.2,https://component.autochartist.com/to/resources/charts/ChartPattern_606794581663575301.png?account_type=LIVE&broker_id=958&expire=1757855035&locale=pt-BR&user=BlackBots&token=47888a575629f1bee2fdabe6c63596e9&width=240&height=180,5441.3875,"1 dia",Internacional,BlackBots - Trade Ideas,-23.44,2025-09-11 13:03:57.602,"178068336","0",EXPIRADA,99.88,140.86,Apregoado
"606795531810136301_market",AUS200,S&P/ASX200 Index,compra,"240",Triângulo,2025-09-11 17:09:14.149,"Triângulo rompeu a linha de resistência em 9/11 17:00. Previsão de possível movimento de alta no próximo intervalo de 2 dias até 8,915.69.",8851.7,8778.3,https://component.autochartist.com/to/resources/charts/ChartPattern_606795531810136301.png?account_type=LIVE&broker_id=958&expire=1757869750&locale=pt-BR&user=BlackBots&token=28d274a94e24895deb433a8724683b49&width=240&height=180,8915.69,"2 dias",Internacional,BlackBots - Trade Ideas,-67.28,2025-09-11 17:09:14.150,"178307909","148395796",EXPIRADA,97.76,85.21,A mercado
"606799306671026301_market",GER40,Germany DAX 40 Index,venda,"60",Canal descendente,2025-09-12 09:09:29.574,"Canal descendente identificado(a) em 9/12 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 23,478.1125 no próximo intervalo de 18 horas.",23629.4,23795.9,https://component.autochartist.com/to/resources/charts/ChartPattern_606799306671026301.png?account_type=LIVE&broker_id=958&expire=1757927367&locale=pt-BR&user=BlackBots&token=3fccf4561625ad712be7fbb70795bee6&width=240&height=180,23478.1125,"18 horas",Internacional,BlackBots - Trade Ideas,-41.51,2025-09-12 09:09:29.574,"178781889","148489063",EXPIRADA,97.52,88.6,A mercado
"606783262017964301_pending",NZDUSD,New Zealand Dollar vs US Dollar,venda,"60",Cunha ascendente,2025-09-09 13:08:14.248,Cunha ascendente rompeu a linha de suporte em 9/9 13:00. Previsão de possível movimento de baixa no próximo intervalo de 10 horas até 0.5919.,0.5949,0.596,https://component.autochartist.com/to/resources/charts/ChartPattern_606783262017964301.png?account_type=LIVE&broker_id=958&expire=1757682490&locale=pt-BR&user=BlackBots&token=60462961ceac52688bb0920caa59ed0c&width=240&height=180,0.5919,"10 horas",Internacional,BlackBots - Trade Ideas,192.92,2025-09-09 13:08:14.249,"177520833","0",EXPIRADA,100.1,273.0,Apregoado
"606785855205584301_pending",US30,US Wall Street 30,venda,"60",Canal ascendente,2025-09-10 03:08:16.431,"Canal ascendente identificado(a) em 9/10 00:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 45,470.6 no próximo intervalo de 14 horas.",45618.5,45778.9,https://component.autochartist.com/to/resources/charts/ChartPattern_606785855205584301.png?account_type=LIVE&broker_id=958&expire=1757732894&locale=pt-BR&user=BlackBots&token=1702788435fca02d015a2dbdbc2e6cd9&width=240&height=180,45470.6,"14 horas",Internacional,BlackBots - Trade Ideas,-96.24,2025-09-10 03:08:16.434,"177678725","0",FECHADO,96.24,88.74,Apregoado
"606789397593955301_pending",USDMXN,US Dollar vs Mexican Peso,venda,"60",Triângulo Descendente,2025-09-10 15:08:47.235,Triângulo Descendente rompeu a linha de suporte em 9/10 15:00. Previsão de possível movimento de baixa no próximo intervalo de 23 horas até 18.523.,18.586,18.644,https://component.autochartist.com/to/resources/charts/ChartPattern_606789397593955301.png?account_type=LIVE&broker_id=958&expire=1757776124&locale=pt-BR&user=BlackBots&token=b0a076a9c52c688445b9fa8ee1fd9752&width=240&height=180,18.523,"23 horas",Internacional,BlackBots - Trade Ideas,-99.55,2025-09-10 15:08:47.235,"177803029","0",FECHADO,99.55,108.84,Apregoado
"606793879019545301_market",LTCUSD,Litecoin vs US Dollar,venda,"60",Triângulo,2025-09-11 10:08:49.056,Triângulo rompeu a linha de suporte em 9/11 10:00. Previsão de possível movimento de baixa no próximo intervalo de 6 horas até 115.4014.,116.74,117.58,https://component.autochartist.com/to/resources/charts/ChartPattern_606793879019545301.png?account_type=LIVE&broker_id=958&expire=1757844527&locale=pt-BR&user=BlackBots&token=482e68ed8239a6364bc7dbf9ef6748b0&width=240&height=180,115.4014,"6 horas",Internacional,BlackBots - Trade Ideas,-21.0,2025-09-11 10:08:49.057,"177953657","148289195",FECHADO,21.0,33.47,A mercado
"606792460063535301_pending",XAGUSD,Silver vs US Dollar,venda,"60",Triângulo,2025-09-11 04:08:52.505,Triângulo identificado(a) em 9/11 04:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 40.89 no próximo intervalo de 21 horas.,41.06,41.24,https://component.autochartist.com/to/resources/charts/ChartPattern_606792460063535301.png?account_type=LIVE&broker_id=958&expire=1757822930&locale=pt-BR&user=BlackBots&token=9ae0e5d35e46e1f9c2b6c33607618cbd&width=240&height=180,40.89,"21 horas",Internacional,BlackBots - Trade Ideas,-99.0,2025-09-11 04:08:52.506,"177889013","0",FECHADO,99.0,93.5,Apregoado
be94013d-cea1-4580-bc9b-1fe0ac5b4bb4_pending,NZDUSD,NZDUSD,compra,"240",Rompimento,2025-09-10 12:55:41.705,Expectativa de rompimento de topo anterior após rompimento de belo canal de baixa diário,0.596,0.592,https://firebasestorage.googleapis.com/v0/b/blackbots-59708.appspot.com/o/trades%2F9SGc51UbDeajiTOpQdZ5qeoUMLk2%2F1757508911456-36.png?alt=media&token=302f776a-7a09-461d-a4c4-787eb4aa747c,0.605,"2025-09-12 18:00:00",Internacional,Método Palex,-100.0,2025-09-10 12:55:41.704,"177770515","0",FECHADO,100.0,225.0,Apregoado
"606873620850801303_market",US500,US SPX 500,venda,"60",Sustentação,2025-09-25 12:08:24.697,"Rompeu o nível de Sustentação de 6,622.0 em 9/25 12:00. Previsão de possível movimento de baixa no próximo intervalo de 1 dia até 6,589.3.",6615.5,6674.3,https://component.autochartist.com/to/resources/charts/KeyLevel_606873620850801303.png?account_type=LIVE&broker_id=958&expire=1759061303&locale=pt-BR&user=BlackBots&token=d788b29794861d4dbed8192d67b83c1f&width=240&height=180,6589.3,"1 dia",Internacional,BlackBots - Trade Ideas,44.54,2025-09-25 12:08:24.697,"182472820","150678298",FECHADO,99.96,44.54,A mercado
"606797641293893303_market",XAUUSD,Gold vs US Dollar,compra,"60",Resistência,2025-09-12 02:03:37.405,"Aproximando-se do nível de Resistência de 3,659.09 identificado em 9/12 02:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até a resistência de 3,659.09 no próximo intervalo de 15 horas.",3647.09,3638.74,https://component.autochartist.com/to/resources/charts/KeyLevel_606797641293893303.png?account_type=LIVE&broker_id=958&expire=1757901815&locale=pt-BR&user=BlackBots&token=b46955be9c2ca1bd17f571e2e4ce1749&width=240&height=180,3659.09,"15 horas",Internacional,BlackBots - Trade Ideas,-100.2,2025-09-12 02:03:37.405,"178504295","148436207",FECHADO,100.44,143.76,A mercado
"606796723043931303_pending",TSLA.US,Tesla_Inc_(TSLA.O),compra,"1440",Resistência,2025-09-12 13:31:05.255,Rompeu o nível de Resistência de 357.4950 em 9/11 21:00. Previsão de possível movimento de alta no próximo intervalo de 17 dias até 393.0800.,368.285,351.2678,https://component.autochartist.com/to/resources/charts/KeyLevel_606796723043931303.png?account_type=LIVE&broker_id=958&expire=1757943062&page_offset=20&locale=pt-BR&user=BlackBots&token=1042a2b9b02846300d141e2fe0ba0f85&width=240&height=180,393.08,"18 dias",Internacional,BlackBots - Trade Ideas,,2025-09-12 13:31:05.255,"179034492","0",ABERTO,100.4,146.29,Apregoado
"606795531810136301_pending",AUS200,S&P/ASX200 Index,compra,"240",Triângulo,2025-09-11 17:09:14.186,"Triângulo rompeu a linha de resistência em 9/11 17:00. Previsão de possível movimento de alta no próximo intervalo de 2 dias até 8,915.69.",8824.52,8778.3,https://component.autochartist.com/to/resources/charts/ChartPattern_606795531810136301.png?account_type=LIVE&broker_id=958&expire=1757869750&locale=pt-BR&user=BlackBots&token=28d274a94e24895deb433a8724683b49&width=240&height=180,8915.69,"2 dias",Internacional,BlackBots - Trade Ideas,-49.79,2025-09-11 17:09:14.186,"178307910","0",EXPIRADA,98.49,194.25,Apregoado
"606799306671026301_pending",GER40,Germany DAX 40 Index,venda,"60",Canal descendente,2025-09-12 09:09:29.630,"Canal descendente identificado(a) em 9/12 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 23,478.1125 no próximo intervalo de 18 horas.",23601.2,23795.9,https://component.autochartist.com/to/resources/charts/ChartPattern_606799306671026301.png?account_type=LIVE&broker_id=958&expire=1757927367&locale=pt-BR&user=BlackBots&token=3fccf4561625ad712be7fbb70795bee6&width=240&height=180,23478.1125,"18 horas",Internacional,BlackBots - Trade Ideas,0.0,2025-09-12 09:09:29.631,"178781894","0",EXPIRADA,91.23,57.68,Apregoado
"606782078153253301_market",AUS200,S&P/ASX200 Index,compra,"60",Canal descendente,2025-09-09 08:04:10.796,"Canal descendente identificado(a) em 9/9 08:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 8,845.21 no próximo intervalo de 15 horas.",8804.8,8778.4,https://component.autochartist.com/to/resources/charts/ChartPattern_606782078153253301.png?account_type=LIVE&broker_id=958&expire=1757664249&locale=pt-BR&user=BlackBots&token=753a433b63bffe1ae0c2ae66b62f0700&width=240&height=180,8845.21,"15 horas",Internacional,BlackBots - Trade Ideas,-30.4,2025-09-09 08:04:10.796,"177467930","147870731",EXPIRADA,99.44,152.2,A mercado
"606789399321418301_market",NAS100,US Tech 100,compra,"60",Canal ascendente,2025-09-10 15:08:47.576,"Canal ascendente identificado(a) em 9/10 15:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 24,073.2446 no próximo intervalo de 8 horas.",23945.8,23879.8,https://component.autochartist.com/to/resources/charts/ChartPattern_606789399321418301.png?account_type=LIVE&broker_id=958&expire=1757776124&locale=pt-BR&user=BlackBots&token=b0a076a9c52c688445b9fa8ee1fd9752&width=240&height=180,24073.2446,"8 horas",Internacional,BlackBots - Trade Ideas,-99.0,2025-09-10 15:08:47.577,"177803031","148158372",FECHADO,99.0,191.17,A mercado
"606786793970605301_market",AUDUSD,Australian Dollar vs US Dollar,compra,"60",Canal ascendente,2025-09-10 04:03:07.484,Canal ascendente identificado(a) em 9/10 04:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 0.6657 no próximo intervalo de 1 dia.,0.66043,0.658,https://component.autochartist.com/to/resources/charts/ChartPattern_606786793970605301.png?account_type=LIVE&broker_id=958&expire=1757736185&locale=pt-BR&user=BlackBots&token=a5bbe2df494700a5720c8589262014b6&width=240&height=180,0.6657,"1 dia",Internacional,BlackBots - Trade Ideas,29.93,2025-09-10 04:03:07.485,"177682373","148050651",EXPIRADA,99.63,216.07,A mercado
"606791989403505301_market",NZDUSD,New Zealand Dollar vs US Dollar,compra,"60",Cunha ascendente,2025-09-11 04:08:52.721,Cunha ascendente identificado(a) em 9/11 02:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 0.5968 no próximo intervalo de 22 horas.,0.59389,0.5928,https://component.autochartist.com/to/resources/charts/ChartPattern_606791989403505301.png?account_type=LIVE&broker_id=958&expire=1757822930&locale=pt-BR&user=BlackBots&token=9ae0e5d35e46e1f9c2b6c33607618cbd&width=240&height=180,0.5968,"22 horas",Internacional,BlackBots - Trade Ideas,-100.28,2025-09-11 04:08:52.722,"177889023","148231617",FECHADO,100.28,267.72,A mercado
"606793879019545301_pending",LTCUSD,Litecoin vs US Dollar,venda,"60",Triângulo,2025-09-11 10:08:49.096,Triângulo rompeu a linha de suporte em 9/11 10:00. Previsão de possível movimento de baixa no próximo intervalo de 6 horas até 115.4014.,116.6289,117.58,https://component.autochartist.com/to/resources/charts/ChartPattern_606793879019545301.png?account_type=LIVE&broker_id=958&expire=1757844527&locale=pt-BR&user=BlackBots&token=482e68ed8239a6364bc7dbf9ef6748b0&width=240&height=180,115.4014,"6 horas",Internacional,BlackBots - Trade Ideas,-23.75,2025-09-11 10:08:49.097,"177953658","0",FECHADO,23.78,30.69,Apregoado
"606797641293893303_pending",XAUUSD,Gold vs US Dollar,compra,"60",Resistência,2025-09-12 02:03:37.442,"Aproximando-se do nível de Resistência de 3,659.09 identificado em 9/12 02:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até a resistência de 3,659.09 no próximo intervalo de 15 horas.",3646.4,3638.74,https://component.autochartist.com/to/resources/charts/KeyLevel_606797641293893303.png?account_type=LIVE&broker_id=958&expire=1757901815&locale=pt-BR&user=BlackBots&token=b46955be9c2ca1bd17f571e2e4ce1749&width=240&height=180,3659.09,"15 horas",Internacional,BlackBots - Trade Ideas,-99.58,2025-09-12 02:03:37.443,"178504296","0",FECHADO,99.58,164.97,Apregoado
"606799306705376303_market",GER40,Germany DAX 40 Index,venda,"240",Sustentação,2025-09-12 09:09:29.832,"Aproximando-se do nível de Sustentação de 23,544.0000 identificado em 9/12 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 23,544.0000 no próximo intervalo de 1 dia.",23629.4,23690.418,https://component.autochartist.com/to/resources/charts/KeyLevel_606799306705376303.png?account_type=LIVE&broker_id=958&expire=1757927367&locale=pt-BR&user=BlackBots&token=3fccf4561625ad712be7fbb70795bee6&width=240&height=180,23544.0,"1 dia",Internacional,BlackBots - Trade Ideas,-100.09,2025-09-12 09:09:29.833,"178781905","148489064",FECHADO,100.08,140.04,A mercado
"606794822613616303_market",US30,US Wall Street 30,compra,"60",Resistência,2025-09-11 14:08:50.941,"Rompeu o nível de Resistência de 45,712.7 em 9/11 14:00. Previsão de possível movimento de alta no próximo intervalo de 2 dias até 46,155.9.",45977.5,45390.3,https://component.autochartist.com/to/resources/charts/KeyLevel_606794822613616303.png?account_type=LIVE&broker_id=958&expire=1757858929&locale=pt-BR&user=BlackBots&token=7b982df1a3317b5cd8cdc7c30337a171&width=240&height=180,46155.9,"2 dias",Internacional,BlackBots - Trade Ideas,-27.48,2025-09-11 14:08:50.942,"178163296","148359580",EXPIRADA,117.44,35.68,A mercado
"606795532462538301_market",USDMXN,US Dollar vs Mexican Peso,venda,"240",Canal descendente,2025-09-11 17:09:14.394,Canal descendente identificado(a) em 9/11 17:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 18.428 no próximo intervalo de 2 dias.,18.53446,18.66,https://component.autochartist.com/to/resources/charts/ChartPattern_606795532462538301.png?account_type=LIVE&broker_id=958&expire=1757869750&locale=pt-BR&user=BlackBots&token=28d274a94e24895deb433a8724683b49&width=240&height=180,18.428,"2 dias",Internacional,BlackBots - Trade Ideas,30.63,2025-09-11 17:09:14.395,"178307914","148395798",EXPIRADA,100.92,86.66,A mercado
"606800250785369301_pending",SpotBrent,Brent Crude vs US Dollar,compra,"240",Triângulo,2025-09-12 13:07:59.971,Triângulo rompeu a linha de resistência em 9/12 13:00. Previsão de possível movimento de alta no próximo intervalo de 2 dias até 69.4313.,67.5362,65.993,https://component.autochartist.com/to/resources/charts/ChartPattern_606800250785369301.png?account_type=LIVE&broker_id=958&expire=1757941678&locale=pt-BR&user=BlackBots&token=f708509c7e236cfe20bfe70181736a83&width=240&height=180,69.4313,"2 dias",Internacional,BlackBots - Trade Ideas,-22.95,2025-09-12 13:07:59.971,"179009555","0",EXPIRADA,100.31,123.18,Apregoado
"606756850834751301_market",UK100,FTSE 100,compra,"1440",Canal ascendente,2025-09-10 00:01:00.645,"Canal ascendente identificado(a) em 9/4 21:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 9,585.8 no próximo intervalo de 18 dias.",9256.1,9106.4,https://component.autochartist.com/to/resources/charts/ChartPattern_606756850834751301.png?account_type=LIVE&broker_id=958&expire=1757721650&page_offset=60&locale=pt-BR&user=BlackBots&token=62d453bb4820584f344798f19f41c5e4&width=240&height=180,9585.8,"19 dias",Internacional,BlackBots - Trade Ideas,,2025-09-10 00:01:00.645,"177649774","148022071",ABERTO,101.2,222.86,A mercado
"606789399321418301_pending",NAS100,US Tech 100,compra,"60",Canal ascendente,2025-09-10 15:08:47.766,"Canal ascendente identificado(a) em 9/10 15:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 24,073.2446 no próximo intervalo de 8 horas.",23967.3,23879.8,https://component.autochartist.com/to/resources/charts/ChartPattern_606789399321418301.png?account_type=LIVE&broker_id=958&expire=1757776124&locale=pt-BR&user=BlackBots&token=b0a076a9c52c688445b9fa8ee1fd9752&width=240&height=180,24073.2446,"8 horas",Internacional,BlackBots - Trade Ideas,0.0,2025-09-10 15:08:47.767,"177803032","0",EXPIRADA,96.25,116.54,Apregoado
"606791989403505301_pending",NZDUSD,New Zealand Dollar vs US Dollar,compra,"60",Cunha ascendente,2025-09-11 04:08:52.778,Cunha ascendente identificado(a) em 9/11 02:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 0.5968 no próximo intervalo de 22 horas.,0.5946,0.5928,https://component.autochartist.com/to/resources/charts/ChartPattern_606791989403505301.png?account_type=LIVE&broker_id=958&expire=1757822930&locale=pt-BR&user=BlackBots&token=9ae0e5d35e46e1f9c2b6c33607618cbd&width=240&height=180,0.5968,"22 horas",Internacional,BlackBots - Trade Ideas,123.2,2025-09-11 04:08:52.779,"177889036","0",FECHADO,100.8,123.2,Apregoado
"606786793970605301_pending",AUDUSD,Australian Dollar vs US Dollar,compra,"60",Canal ascendente,2025-09-10 04:03:07.524,Canal ascendente identificado(a) em 9/10 04:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de alta até a resistência de 0.6657 no próximo intervalo de 1 dia.,0.6606,0.658,https://component.autochartist.com/to/resources/charts/ChartPattern_606786793970605301.png?account_type=LIVE&broker_id=958&expire=1757736185&locale=pt-BR&user=BlackBots&token=a5bbe2df494700a5720c8589262014b6&width=240&height=180,0.6657,"1 dia",Internacional,BlackBots - Trade Ideas,21.28,2025-09-10 04:03:07.524,"177682374","0",EXPIRADA,98.8,193.8,Apregoado
"606793875881292301_market",Cocoa,Cocoa Futures,venda,"60",Triângulo,2025-09-11 10:08:49.303,"Triângulo rompeu a linha de suporte em 9/11 10:00. Previsão de possível movimento de baixa no próximo intervalo de 5 horas até 7,876.2968.",8010.0,8121.6,https://component.autochartist.com/to/resources/charts/ChartPattern_606793875881292301.png?account_type=LIVE&broker_id=958&expire=1757844527&locale=pt-BR&user=BlackBots&token=482e68ed8239a6364bc7dbf9ef6748b0&width=240&height=180,7876.2968,"5 horas",Internacional,BlackBots - Trade Ideas,-111.6,2025-09-11 10:08:49.304,"177953659","148289196",FECHADO,111.6,133.7,A mercado
"606857819875565303_pending",GER40,Germany DAX 40 Index,compra,"60",Resistência,2025-09-22 17:08:46.425,"Aproximando-se do nível de Resistência de 23,802.6000 identificado em 9/22 17:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até a resistência de 23,802.6000 no próximo intervalo de 2 dias.",23563.6,23467.536,https://component.autochartist.com/to/resources/charts/KeyLevel_606857819875565303.png?account_type=LIVE&broker_id=958&expire=1758820124&locale=pt-BR&user=BlackBots&token=bce79f47f7fc679fb6bdc29ec403925b&width=240&height=180,23802.5996,"2 dias",Internacional,BlackBots - Trade Ideas,123.61,2025-09-22 17:08:46.425,"181715827","0",EXPIRADA,101.93,253.55,Apregoado
"606799306705376303_pending",GER40,Germany DAX 40 Index,venda,"240",Sustentação,2025-09-12 09:09:29.878,"Aproximando-se do nível de Sustentação de 23,544.0000 identificado em 9/12 09:00. Este padrão ainda está em processo de formação. Previsão de possível movimento de baixa até o suporte de 23,544.0000 no próximo intervalo de 1 dia.",23636.9,23690.418,https://component.autochartist.com/to/resources/charts/KeyLevel_606799306705376303.png?account_type=LIVE&broker_id=958&expire=1757927367&locale=pt-BR&user=BlackBots&token=3fccf4561625ad712be7fbb70795bee6&width=240&height=180,23544.0,"1 dia",Internacional,BlackBots - Trade Ideas,-100.32,2025-09-12 09:09:29.878,"178781906","0",FECHADO,100.31,174.11,Apregoado
